STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,reportType,HourlySkyConditions,HourlyVisibility,HourlyPresentWeatherType,HourlyDryBulbTemperatureF,HourlyDryBulbTemperatureC,HourlyWetBulbTemperatureF,HourlyWetBulbTemperatureC,HourlyDewPointTemperatureF,HourlyDewPointTemperatureC,HourlyRelativeHumidity,HourlyWindSpeed,HourlyWindDirection,HourlyWindGustSpeed,HourlyStationPressure,HourlyPressureTendency,HourlyPressureChange,HourlySeaLevelPressure,HourlyPrecipitation,HourlyAltimeterSetting,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyAverageDryBulbTemperature,DailyDepartureFromNormalAverageTemperature,DailyAverageRelativeHumidity,DailyAverageDewPointTemperature,DailyAverageWetBulbTemperature,DailyHeatingDegreeDays,DailyCoolingDegreeDays,DailySunrise,DailySunset,DailyPrecipitation,DailySnowfall,DailySnowDepth,DailyAverageStationPressure,DailyAverageSeaLevelPressure,DailyAverageWindSpeed,DailyPeakWindSpeed,PeakWindDirection,DailySustainedWindSpeed,DailySustainedWindDirection
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 0:51,FM-15,SCT:04 70 OVC:08 90,10,,30,-1.1,26,-3.4,16,-8.9,56,9,330,,29.28,,,30.02,,30,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 1:51,FM-15,OVC:08 50,10,,30,-1.1,26,-3.3,17,-8.3,58,0,0,,29.27,,,30.02,,29.99,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 2:51,FM-15,OVC:08 29,6,-SN:03 |SN:71 |,29,-1.7,26,-3.2,21,-6.1,72,8,330,,29.28,1,-0.03,30.02,0.01s,30,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 3:51,FM-15,VV:09 9,0.75,-SN:03 |SN:71 |,28,-2.2,26,-3.3,23,-5,81,0,0,,29.29,,,30.04,0.03,30.01,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 4:51,FM-15,OVC:08 8,10,,26,-3.3,24,-4.5,20,-6.7,78,11,350,,29.32,,,30.06,0.01,30.04,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 5:51,FM-15,BKN:07 10 OVC:08 20,10,,25,-3.9,22,-5.3,17,-8.3,72,11,360,,29.35,3,-0.07,30.09,,30.07,,,,,,,,,,1227,2342,0.06,,3,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 6:51,FM-15,BKN:07 12 OVC:08 20,5,HZ:7 |FU:05 |HZ:05,23,-5,21,-6.4,15,-9.4,72,7,360,,29.37,,,30.12,,30.09,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 7:51,FM-15,BKN:07 14 OVC:08 25,10,,21,-6.1,18,-7.5,12,-11.1,68,11,360,,29.42,,,30.17,,30.14,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 8:51,FM-15,OVC:08 27,9,,21,-6.1,18,-7.6,11,-11.7,65,9,360,,29.45,2,-0.09,30.19,,30.17,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 9:51,FM-15,SCT:04 27 OVC:08 35,10,,21,-6.1,18,-7.7,10,-12.2,62,9,360,,29.46,,,30.21,,30.18,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 10:51,FM-15,BKN:07 35 OVC:08 150,10,,21,-6.1,18,-7.8,9,-12.8,59,11,340,,29.49,,,30.24,,30.21,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 11:51,FM-15,SCT:04 45 BKN:07 65 OVC:08 80,10,,21,-6.1,18,-8,7,-13.9,54,9,360,,29.49,1,-0.04,30.24,T,30.21,,,,,,,,,,1227,2342,,,3,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 12:51,FM-15,BKN:07 45 BKN:07 100,10,,22,-5.6,18,-7.6,6,-14.4,50,10,340,,29.5,,,30.25,T,30.22,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 13:51,FM-15,BKN:07 55 BKN:07 75 OVC:08 150,10,,22,-5.6,19,-7.5,8,-13.3,55,8,10,,29.47,,,30.22,,30.19,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 14:51,FM-15,FEW:02 25 BKN:07 60 OVC:08 150,10,-SN:03 |SN:71 |,20,-6.7,17,-8.2,10,-12.2,65,13,350,,29.51,3,-0.01,30.26,T,30.23,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 15:51,FM-15,BKN:07 18 OVC:08 50,6,-SN:03 |SN:71 |,18,-7.8,16,-9.1,9,-12.8,68,14,360,,29.5,,,30.25,T,30.22,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 16:51,FM-15,SCT:04 12 BKN:07 30 OVC:08 60,5,-SN:03 |SN:71 |,16,-8.9,14,-9.9,9,-12.8,74,9,360,,29.53,,,30.29,0.03,30.25,,,,,,,,,,1227,2342,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 17:51,FM-15,VV:09 10,0.5,SN:03 |SN:72 s |,15,-9.4,13,-10.5,8,-13.3,74,9,10,,29.54,0,-0.01,30.3,0.060.05s,30.26,,,,,,,,,,1227,2342,,,3,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 18:51,FM-15,VV:09 11,1,-SN:03 |SN:71 |,14,-10,12,-10.9,8,-13.3,77,9,350,,29.56,,,30.32,0.04,30.28,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 19:51,FM-15,OVC:08 17,1.5,-SN:03 |SN:71 |,13,-10.6,11,-11.5,6,-14.4,74,9,360,,29.56,,,30.32,0.03,30.28,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 20:51,FM-15,OVC:08 25,2,-SN:03 |SN:71 |,12,-11.1,11,-11.9,6,-14.4,77,11,350,,29.59,3,-0.04,30.35,0.02,30.31,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 21:51,FM-15,VV:09 15,0.75,-SN:03 |SN:71 |,11,-11.7,10,-12.5,5,-15,77,13,350,,29.59,,,30.35,0.02,30.31,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 22:51,FM-15,BKN:07 20 OVC:08 31,2,-SN:03 |SN:71 |,11,-11.7,9,-12.6,4,-15.6,73,10,350,,29.57,,,30.34,0.02,30.3,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 23:51,FM-15,OVC:08 34,2.5,-SN:03 |SN:71 |,11,-11.7,9,-12.7,3,-16.1,70,11,360,,29.57,8,0.01,30.33,0.020.03s,30.29,31,11,21,-11.8,,,,44,0,1226,2343,,,5,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/1/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,31,11,21,-11.8,68,,31,44,0,1226,2343,0.29,3.7,3,29,30,9,24,30,16,350
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 0:51,FM-15,OVC:08 15,1.5,-SN:03 |SN:71 |,10,-12.2,8,-13.1,3,-16.1,73,10,340,,29.62,,,30.38,0.04,30.34,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 1:51,FM-15,FEW:02 18 SCT:04 23 OVC:08 36,4,-SN:03 |SN:71 |,10,-12.2,8,-13.2,2,-16.7,69,9,10,,29.59,,,30.35,0.01,30.31,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 2:51,FM-15,SCT:04 23 OVC:08 39,2,-SN:03 |SN:71 |,10,-12.2,8,-13.1,3,-16.1,73,8,360,,29.59,6,0.03,30.35,0.03,30.31,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 3:51,FM-15,OVC:08 45,4,-SN:03 |SN:71 |,9,-12.8,7,-13.7,1,-17.2,70,14,350,,29.59,,,30.36,0.01,30.31,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 4:51,FM-15,FEW:02 25 OVC:08 65,9,-SN:03 |SN:71 |,9,-12.8,7,-14,-3,-19.4,58,10,350,,29.6,,,30.37,T,30.33,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 5:51,FM-15,OVC:08 60,9,,8,-13.3,6,-14.5,-4,-20,57,10,350,,29.6,0,-0.01,30.37,T,30.32,,,,,,,,,,1226,2343,0.44,,6,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 6:51,FM-15,OVC:08 65,10,,7,-13.9,5,-15,-5,-20.6,57,13,340,,29.6,,,30.38,,30.33,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 7:51,FM-15,OVC:08 65,10,,7,-13.9,5,-15,-5,-20.6,57,14,350,21,29.62,,,30.39,,30.35,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 8:51,FM-15,OVC:08 60,10,,8,-13.3,6,-14.5,-4,-20,57,14,330,22,29.63,3,-0.04,30.4,,30.36,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 9:51,FM-15,OVC:08 60,10,,9,-12.8,7,-14,-4,-20,55,10,330,,29.63,,,30.41,,30.36,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 10:51,FM-15,BKN:07 60,10,,10,-12.2,8,-13.5,-3,-19.4,55,13,340,,29.63,,,30.4,,30.36,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 11:51,FM-15,SCT:04 60 BKN:07 200,10,,12,-11.1,10,-12.5,-1,-18.3,56,8,350,,29.63,8,0,30.4,,30.36,,,,,,,,,,1226,2343,,,6,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 12:51,FM-15,FEW:02 60 BKN:07 300,10,,13,-10.6,10,-12,-1,-18.3,54,14,340,,29.6,,,30.38,,30.33,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 13:51,FM-15,FEW:02 30 SCT:04 60 BKN:07 300,10,,12,-11.1,9,-12.5,-2,-18.9,53,11,330,,29.6,,,30.37,,30.32,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 14:51,FM-15,FEW:02 30 SCT:04 60 OVC:08 300,10,,12,-11.1,9,-12.5,-2,-18.9,53,14,340,,29.6,5,0.02,30.38,,30.33,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 15:51,FM-15,FEW:02 30 SCT:04 60 OVC:08 300,10,,11,-11.7,8,-13.1,-4,-20,51,9,350,,29.6,,,30.38,,30.33,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 16:51,FM-15,FEW:02 29 SCT:04 60 BKN:07 300,10,,9,-12.8,7,-14.1,-5,-20.6,52,11,330,,29.62,,,30.39,,30.34,,,,,,,,,,1226,2343,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 17:51,FM-15,FEW:02 30 BKN:07 250,10,,7,-13.9,5,-15.1,-8,-22.2,50,13,330,,29.62,3,-0.02,30.4,,30.35,,,,,,,,,,1226,2343,,,6,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 18:51,FM-15,FEW:02 30 BKN:07 250,10,,6,-14.4,4,-15.6,-11,-23.9,45,13,340,,29.64,,,30.42,,30.37,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 19:51,FM-15,BKN:07 250,10,,5,-15,3,-16.1,-13,-25,42,14,340,,29.65,,,30.43,,30.38,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 20:51,FM-15,BKN:07 250,10,,4,-15.6,2,-16.7,-15,-26.1,40,9,330,,29.65,1,-0.03,30.43,,30.38,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 21:51,FM-15,BKN:07 250,10,,2,-16.7,0,-17.6,-15,-26.1,44,8,350,,29.68,,,30.46,,30.41,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 22:51,FM-15,BKN:07 250,10,,3,-16.1,1,-17.1,-16,-26.7,40,10,350,18,29.67,,,30.45,,30.4,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 23:51,FM-15,BKN:07 250,10,,2,-16.7,0,-17.6,-16,-26.7,42,8,350,,29.68,1,-0.03,30.46,,30.41,14,1,8,-25.2,,,,57,0,1224,2344,,,6,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/2/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,14,1,8,-25.2,53,,29,57,0,1224,2344,0.09,1.4,6,30,30,11,25,20,17,330
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 0:51,FM-15,BKN:07 250,10,,2,-16.7,0,-17.6,-16,-26.7,42,11,360,,29.68,,,30.46,,30.41,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 1:51,FM-15,SCT:04 250,10,,1,-17.2,-1,-18.1,-16,-26.7,44,9,340,,29.68,,,30.46,,30.41,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 2:51,FM-15,FEW:02 250,10,,0,-17.8,-2,-18.6,-17,-27.2,44,10,340,,29.67,8,0.01,30.45,,30.4,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 3:51,FM-15,SCT:04 250,10,,-1,-18.3,-2,-19.2,-17,-27.2,46,9,350,,29.68,,,30.46,,30.41,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 4:51,FM-15,FEW:02 35 SCT:04 250,10,,-1,-18.3,-2,-19.2,-17,-27.2,46,13,350,,29.68,,,30.46,,30.41,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 5:51,FM-15,FEW:02 35,10,,-1,-18.3,-2,-19.1,-15,-26.1,51,11,340,,29.69,3,-0.02,30.48,,30.42,,,,,,,,,,1224,2344,,,6,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 6:51,FM-15,FEW:02 27,10,,0,-17.8,-1,-18.6,-13,-25,54,13,350,,29.7,,,30.48,,30.43,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 7:51,FM-15,FEW:02 17 SCT:04 24,10,-SN:03 |SN:71 |,3,-16.1,1,-17,-9,-22.8,57,8,360,,29.71,,,30.5,T,30.44,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 8:51,FM-15,FEW:02 19 BKN:07 24,4,-SN:03 |SN:71 |,6,-14.4,4,-15.5,-5,-20.6,60,3,30,,29.73,3,-0.04,30.51,T,30.46,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 9:51,FM-15,OVC:08 20,3,-SN:03 |SN:71 |,9,-12.8,7,-13.8,-1,-18.3,64,0,0,,29.74,,,30.52,T,30.47,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 10:51,FM-15,OVC:08 22,3,-SN:03 |SN:71 |,14,-10,12,-11.3,4,-15.6,64,0,0,,29.74,,,30.52,T,30.47,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 11:51,FM-15,FEW:02 15 OVC:08 24,5,-SN:03 |SN:71 |,13,-10.6,11,-11.7,4,-15.6,67,3,VRB,,29.74,0,-0.01,30.52,T,30.47,,,,,,,,,,1224,2344,,,6,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 12:51,FM-15,BKN:07 24,9,-SN:03 |SN:71 |,15,-9.4,13,-10.8,4,-15.6,61,0,0,,29.74,,,30.52,T,30.47,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 13:51,FM-15,SCT:04 24 SCT:04 250,10,,19,-7.2,16,-9.1,3,-16.1,49,0,0,,29.72,,,30.49,T,30.45,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 14:51,FM-15,SCT:04 22 SCT:04 250,10,,18,-7.8,15,-9.5,3,-16.1,52,5,120,,29.71,6,0.03,30.48,,30.44,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 15:51,FM-15,FEW:02 25 SCT:04 250,10,,18,-7.8,15,-9.5,4,-15.6,54,6,150,,29.69,,,30.47,,30.42,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 16:51,FM-15,FEW:02 25 SCT:04 250,10,,19,-7.2,16,-9.1,2,-16.7,47,0,0,,29.69,,,30.46,,30.42,,,,,,,,,,1224,2344,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 17:51,FM-15,SCT:04 250,10,,15,-9.4,12,-11,1,-17.2,53,8,250,,29.68,6,0.02,30.46,,30.41,,,,,,,,,,1224,2344,,,5,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 18:51,FM-15,SCT:04 250,10,,12,-11.1,10,-12.5,-1,-18.3,56,3,260,,29.67,,,30.45,,30.4,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 19:51,FM-15,SCT:04 120 BKN:07 250,10,,9,-12.8,7,-14,-3,-19.4,58,5,240,,29.66,,,30.44,,30.39,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 20:51,FM-15,BKN:07 170 BKN:07 250,10,,11,-11.7,9,-12.9,-1,-18.3,58,3,210,,29.64,8,0.04,30.42,,30.37,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 21:51,FM-15,BKN:07 190 OVC:08 250,10,,11,-11.7,9,-13,-2,-18.9,55,3,250,,29.64,,,30.41,,30.37,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 22:51,FM-15,FEW:02 120 OVC:08 150,10,,11,-11.7,9,-12.9,-1,-18.3,58,0,0,,29.62,,,30.4,,30.35,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 23:51,FM-15,SCT:04 120 BKN:07 130 OVC:08 250,10,,12,-11.1,10,-12.4,0,-17.8,58,3,230,,29.62,8,0.04,30.38,,30.34,19,-2,8,-25.6,,,,57,0,1222,2345,,,5,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/3/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,19,-2,8,-25.6,55,,29,57,0,1222,2345,T,T,6,30,30,5,22,340,14,340
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 0:51,FM-15,FEW:02 120 OVC:08 140,10,,13,-10.6,10,-12,-1,-18.3,54,6,260,,29.62,,,30.39,,30.34,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 1:51,FM-15,BKN:07 110 OVC:08 130,10,,12,-11.1,10,-12.5,-1,-18.3,56,3,250,,29.6,,,30.36,,30.32,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 2:51,FM-15,BKN:07 90 OVC:08 110,10,,13,-10.6,10,-12,0,-17.8,56,6,180,,29.57,8,0.04,30.33,,30.29,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 3:51,FM-15,BKN:07 65 OVC:08 80,10,,13,-10.6,10,-12,0,-17.8,56,5,250,,29.59,,,30.35,,30.31,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 4:51,FM-15,SCT:04 37 OVC:08 55,8,-SN:03 |SN:71 |,13,-10.6,11,-11.9,2,-16.7,61,5,170,,29.57,,,30.33,T,30.29,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 5:51,FM-15,FEW:02 55 OVC:08 90,10,,13,-10.6,11,-11.8,3,-16.1,64,5,180,,29.57,8,0,30.33,T,30.29,,,,,,,,,,1222,2345,,,5,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 6:51,FM-15,OVC:08 80,10,,14,-10,12,-11.3,3,-16.1,61,6,180,,29.55,,,30.32,,30.27,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 7:51,FM-15,OVC:08 70,10,,14,-10,11,-11.4,2,-16.7,58,7,180,,29.53,,,30.29,,30.25,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 8:51,FM-15,OVC:08 60,10,,16,-8.9,13,-10.5,2,-16.7,54,8,200,,29.52,6,0.05,30.28,,30.24,,,,,,,,,,1222,2345,,,,,,,,,,
WBAN:94846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,201.8,41.995,-87.9336,3/4/2014 9:51,FM-15,OVC:08 60,10,,18,-7.8,15,-9.6,3,-16.1,52,10,230,,29.51,,,30.27,,30.23,,,,,,,,,,1222,2345,,,,,,,,,,
